mirna,log2FoldChange,pvalue,baseMean,padj,rank_score
hsa-miR-5689,1.347715294360288,0.2754549461325744,2.244974535922162,0.5848700911034114,0.5599494249287139
hsa-miR-3118,0.9213932393080819,0.2762235280102271,2.1434182798853074,0.5860002989438522,0.5587393320940119
hsa-miR-33b,2.564546232479442,0.27680688724957336,1.336119385694751,0.5861747666765806,0.5578231083725266
hsa-miR-192-3p,0.7335664366830938,0.27816037278065875,5.3180191719575065,0.5871664463546842,0.5557047402983579
hsa-miR-548o-3p,0.8772339427274496,0.27822246432090125,2.118137240955177,0.5871664463546842,0.555607806994115
hsa-miR-412,0.8272151741588614,0.27851276688541404,3.3317058641957407,0.5871664463546842,0.5551548921929312
hsa-miR-518d-5p/hsa-miR-520c-5p/hsa-miR-526a,0.8985477750776864,0.2787859306159539,1.389034738323436,0.5871664463546842,0.5547291473962462
hsa-miR-4427,0.7857980995127571,0.27890406201847495,0.5612843567948266,0.5871664463546842,0.5545451605300686
hsa-miR-143-5p,0.9804612323747914,0.27931162462984743,3.047410709788788,0.5874764939149041,0.5539109890840332
hsa-miR-3622b-3p,1.0012552733231175,0.27999845331631723,3.5901429985551965,0.5874764939149041,0.5528443676507948
hsa-miR-3188,0.9793115672168389,0.28003855214394174,3.1059635057927215,0.5874764939149041,0.5527821764047589
hsa-miR-450a-5p,0.8010885331558915,0.2804726487077607,3.2457523520567557,0.5874764939149041,0.5521094841206953
hsa-miR-892a,0.8423833661345039,0.28255388006528576,4.965779401087561,0.590837793053886,0.5488987245388911
hsa-miRPlus-E1054,2.786527901787937,0.28293483082237914,1.554177136137185,0.5911359565623422,0.5483135852300955
hsa-miR-26a-2-3p,0.5270345298019601,0.28340462035262887,6.677844123363465,0.5916190727899997,0.5475930737170188
hsa-miR-3190-3p,0.9380524002201374,0.28381020360712156,1.6763219690798858,0.5919674557995471,0.5469719947467314
hsa-miR-220a,0.8170870071511844,0.28439202212740905,2.4503188498061905,0.5926825335092222,0.5460825907644946
hsa-miRPlus-F1164,0.6362124573925154,0.28510909351595315,10.525598870937344,0.5931799932211106,0.5449889307059091
hsa-miRPlus-F1090,2.5341759040766485,0.2864496760419477,1.7179266870098708,0.5948563701353905,0.5429516645760863
hsa-miRPlus-F1080,0.34576143692478567,0.28693343126370063,9.517438964587543,0.5948563701353905,0.5422188481726359
hsa-miRPlus-F1193,0.29509098961589686,0.287168523203174,9.516913598986633,0.5948563701353905,0.5418631652248052
hsa-miR-875-3p,0.9668324135614235,0.2874333029290638,4.26698968942266,0.5948563701353905,0.5414629145580536
hsa-miR-3974,0.9846513733165636,0.28791773681153376,0.9533224095118312,0.5948563701353905,0.5407315801302404
hsa-miR-581,0.8326336770412546,0.2880735889244371,4.5788090987520595,0.5948563701353905,0.5404965567496635
hsa-miR-4322,1.1378265666980991,0.2900603330604245,3.1822993506848256,0.5974664667689807,0.5375116586873685
hsa-let-7c*,0.7627742542901832,0.29298028122897457,2.0045224604108514,0.6029801638571427,0.5331616084569063
hsa-miR-4649-3p,1.069541714752157,0.2954185334433867,4.385227008604765,0.6048074827885431,0.5295622621733341
hsa-miR-2053,0.9659695043043022,0.2955752698144009,2.305287049029852,0.6048074827885431,0.5293319052989788
hsa-miR-3648,0.6343790361925918,0.29769662788092205,0.4421895180962959,0.60864603227097,0.52622608473857
hsa-miR-514b-3p,0.919451531932848,0.3006443463960139,2.29623993649985,0.6136712837113791,0.5219469586307224
hsa-miR-654-5p,0.5877194846361411,0.30089688749719234,0.7513817025005488,0.6136712837113791,0.5215823046154712
hsa-miR-33a*,2.365106819679364,0.3013687521030117,1.070014013999568,0.6139292307764025,0.5209017801991016
hsa-miR-3937,0.9297681395475523,0.30151846898615253,2.659818544465127,0.6139292307764025,0.5206860807606064
hsa-miR-378d,2.0683608670066453,0.3026157084581501,5.396830529700713,0.6151532434231248,0.5191085319650897
hsa-miR-30b,0.28791782902308327,0.30296018224517574,15.72649315270695,0.6153491007109221,0.5186144466380541
hsa-miR-4445-5p,2.030238741496735,0.30337818146348594,5.944373084579183,0.615693854361248,0.5180156562808031
hsa-miR-3928,0.6372090176381459,0.3071932980439176,0.7490180927033019,0.6229267204815336,0.5125882634266404
hsa-miR-1202,0.765213124830288,0.30817564968961286,2.2954328212403294,0.6234388793299275,0.5112016797747035
hsa-let-7f,0.06447729782271772,0.3089560649225787,15.957328130931378,0.6239516264608254,0.5101032750033563
hsa-miR-643,0.758945681060931,0.30895669245721513,4.575255032306066,0.6239516264608254,0.5101023928890884
hsa-miR-551b-3p,0.9503810722226769,0.30921570539835674,4.147804662715645,0.6239665983628354,0.5097384559095264
hsa-miRPlus-E1205,2.0636658908493066,0.31143574227993165,1.3495787511440593,0.6277592390545143,0.5066315466035693
hsa-miR-580,0.8396794643548531,0.311781236440578,3.0152950323457106,0.6277592390545143,0.5061500249891303
hsa-miR-29a*,0.5484580856289991,0.3121955798669415,7.412741273981421,0.6279359595052838,0.5055732500659967
hsa-miR-136*,0.7419403376093154,0.3137548101253238,1.3828834107607801,0.6305607205111856,0.5034096073599185
hsa-miR-3929,0.8046475461447768,0.3144379311734308,1.3738217888693998,0.6314219184697233,0.5024650698028832
hsa-miR-5581-3p,0.3172337824865288,0.3168529583836411,10.295840014891052,0.634666365441152,0.4991422336115121
