gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,rank_score
ENSMUSG00000013584,9.497091629147212,2.529894096997256,1.2559475796542037,2.0143309625182,0.04397479728527492,0.6835099521251959,1.3567961538736717
ENSMUSG00000104527,14.881721057807647,4.421910774127727,2.1958219540219552,2.0137838434616153,0.04403223272368189,0.6835099521251959,1.3562292923967043
ENSMUSG00000118559,11.715765709225673,4.053383158971516,2.0128362339444648,2.0137669874057678,0.04403400324303822,0.6835099521251959,1.3562118299315902
ENSMUSG00000104753,10.658464796880368,2.963773029228152,1.472430501554609,2.012844087445191,0.04413103419361883,0.6839982432000565,1.3552558949113147
ENSMUSG00000040675,25.111352530803202,2.9134445001377562,1.4477511958546296,2.0123930883150853,0.044178516507091446,0.6842258436309887,1.3547888716153578
ENSMUSG00000067642,20.3825687948447,4.019537657446834,1.997710226971844,2.012072423306208,0.04421230314245338,0.684241148485061,1.3544568608913352
ENSMUSG00000030148,22.392633889098686,2.879098221796942,1.4317251911869269,2.010929359572221,0.044332918704870605,0.6855992216612384,1.3532736755201435
ENSMUSG00000085445,2.842283541656281,4.058517276995252,2.0186952633228277,2.010465547095415,0.044381939121435995,0.6858488992232575,1.3527937266343923
ENSMUSG00000042594,293.9211382719316,2.1025595873156324,1.0459863367390154,2.010121464751258,0.044418334786418295,0.6859032570793919,1.352437726891227
ENSMUSG00000021336,18.92694013098176,2.7505272814502013,1.368827722562784,2.009403547365723,0.044494354336699043,0.6865078996494927,1.3516950909508674
ENSMUSG00000038390,8.387030864519899,3.8092235448733063,1.8959867667745631,2.0090981707396227,0.044526723622573205,0.6865078996494927,1.3513792600672137
ENSMUSG00000090565,15.01704205157086,1.7974761036293807,0.894837602625498,2.0087176693910678,0.044567083770936614,0.6865078996494927,1.3509857828675105
ENSMUSG00000093656,34.19704868485432,4.625350105502785,2.3028762566132355,2.008510050081951,0.04458911916523165,0.6865078996494927,1.3507711068263917
ENSMUSG00000107458,26.55918369404428,5.358066421471448,2.668202648454413,2.008118245656929,0.044630727837270776,0.6866417729654446,1.3503660306335248
ENSMUSG00000037661,23.30286087487436,3.16253707360412,1.5752290513198788,2.0076680727505893,0.04467857553243688,0.6868713653336022,1.349900681757505
ENSMUSG00000103805,13.878641994777789,1.8300444360037773,0.9119671978945233,2.006699846473466,0.044781632390826234,0.6876857657580294,1.3489000794616157
ENSMUSG00000040424,22.392840207274215,3.9131164486284007,1.9505808253389925,2.0061288400845108,0.044842503570872876,0.6876857657580294,1.348310148604656
ENSMUSG00000019987,24.06088949106587,3.9641631008278067,1.9760881737802931,2.006065900007027,0.044849217460381154,0.6876857657580294,1.3482451302253124
ENSMUSG00000073490,17.899008045988058,1.6367031197075153,0.8161857327369479,2.0053071918068133,0.044930216452382626,0.6876857657580294,1.3474614891779755
ENSMUSG00000097493,45.94497647052916,2.5546120154353353,1.2740117110788187,2.005171532742127,0.04494471228294445,0.6876857657580294,1.3473213953972785
ENSMUSG00000021120,29.205285100750714,2.4707666994090487,1.232334791705322,2.0049476132942474,0.04496864779191914,0.6876857657580294,1.3470901714789165
ENSMUSG00000043496,9.54352592670632,1.9277601991293574,0.9616208719915262,2.0046987906335136,0.04499525789759899,0.6876857657580294,1.3468332546119113
ENSMUSG00000007122,95.89024813319622,1.5939600237953366,0.7952962891289229,2.0042342025022886,0.045044978380566966,0.6879416829980878,1.3463536171858466
ENSMUSG00000000706,18.84995646373213,3.8006042790539456,1.8970816194768245,2.0033952361533465,0.04513488239709585,0.6881959222262153,1.345487684795218
ENSMUSG00000036913,72.69595552155626,2.475982709907259,1.2368107641607737,2.001909088806576,0.04529450997428149,0.6881959222262153,1.343954434463234
ENSMUSG00000094396,17.068226614418318,3.7388058739564265,1.867753604140791,2.001766113938975,0.04530989201470418,0.6881959222262153,1.343806972856656
ENSMUSG00000037318,37.116801893205086,3.915591351571744,1.9561686320172214,2.0016635005203747,0.045320934457384984,0.6881959222262153,1.3437011441417823
ENSMUSG00000094035,20.848133704219148,3.474707992152213,1.73602823110974,2.001527354155432,0.0453355889513272,0.6881959222262153,1.343560738009486
ENSMUSG00000055373,16.577674203509943,3.3685637989556083,1.6830375688954056,2.0014786723783184,0.04534082991959437,0.6881959222262153,1.343510534800556
ENSMUSG00000025485,255.55428815027025,2.2036500338844647,1.1011353743471508,2.001252602742856,0.04536517474990649,0.6881959222262153,1.3432774118499902
ENSMUSG00000106310,11.836892432053348,3.250378814337724,1.62454432232654,2.000794173274876,0.04541457560935273,0.6881959222262153,1.3428047398566947
ENSMUSG00000103843,70.19079999427942,5.6366301703402995,2.81836980048824,1.999961172364194,0.04550445674232274,0.6881959222262153,1.3419460661162756
ENSMUSG00000085912,12.093173635180735,3.1316468407788776,1.5659475824011702,1.9998414225187013,0.04551739011494075,0.6881959222262153,1.341822647561453
ENSMUSG00000047495,18.06413535997629,2.6314167247368427,1.3159344496875667,1.9996563851349904,0.04553738084544308,0.6881959222262153,1.3416319521372748
ENSMUSG00000038059,38.8290230013719,1.161052669977147,0.5806635192789865,1.999527491272111,0.04555131041639594,0.6881959222262153,1.341499124762911
ENSMUSG00000042401,17.062663533468328,3.7052704905316323,1.8535473671934246,1.999015809421704,0.045606643343606076,0.6881959222262153,1.3409718907275892
ENSMUSG00000041343,39.54429212654584,2.501616593485518,1.2515973924281714,1.9987390582783466,0.04563659461763218,0.6881959222262153,1.3406867699056333
ENSMUSG00000046101,19.885320537931893,4.030821303170302,2.0167003439332816,1.9987209876251468,0.045638550882640606,0.6881959222262153,1.340668153773196
ENSMUSG00000036196,23.222791076039996,2.7859136046948074,1.393956767921057,1.9985652846678383,0.045655409661637524,0.6881959222262153,1.3405077559828151
ENSMUSG00000090216,39.2629111487632,4.7866903133188705,2.3954939857332924,1.9982059407482093,0.04569433775008912,0.6882853964926782,1.3401376125394457
ENSMUSG00000103081,136.20749910618431,2.03839624607282,1.0205764001541977,1.9972990221651616,0.045792709526936,0.6892694849573874,1.3392036587701208
ENSMUSG00000110548,19.717403837713082,3.1932746124881843,1.5992913107008884,1.9966810243524264,0.045859844763189155,0.689782322602489,1.3385674197021211
ENSMUSG00000043488,17.640716653833593,2.7028480434504325,1.3546264739676204,1.9952718298306626,0.046013240562471726,0.691093034279543,1.3371171797141055
ENSMUSG00000063751,13.454986379933873,3.7767889546908378,1.8932581141788885,1.9948621513389588,0.04605791650709856,0.6912663699072591,1.3366957118328369
ENSMUSG00000013997,360.738814422104,2.2869515120362367,1.1467148958523163,1.9943505751152026,0.04611375581153795,0.6914433740207133,1.336169504503663
ENSMUSG00000024354,40.87164555784249,3.226775857982075,1.6181234053251619,1.9941469527991003,0.04613599734621958,0.6914433740207133,1.3359600865781334
ENSMUSG00000109564,74.53683995511471,1.923568435733141,0.9649280552768996,1.993483788986886,0.04620849693371926,0.691498145291148,1.3352781579476058
ENSMUSG00000030911,23.63333176198864,3.137962662472667,1.5741631716063087,1.9934163872418795,0.04621587091623622,0.691498145291148,1.3352088584760908
ENSMUSG00000111425,7.25608816903983,2.254208671062932,1.1309471779519338,1.9932042052973211,0.046239090819727324,0.691498145291148,1.334990713857799
ENSMUSG00000027646,10.504238317896613,1.5683652525809153,0.7870513672537107,1.99271015569603,0.046293194674473424,0.691765106382209,1.3344828476980446
ENSMUSG00000027399,15.21037239933736,3.795757835798081,1.9052939314361779,1.9922164098517354,0.04634731850669373,0.691765106382209,1.333975387548268
ENSMUSG00000102682,11.657622799671328,3.712133832450784,1.8634440726338852,1.9920822346998952,0.046362035829735374,0.691765106382209,1.3338375017376114
ENSMUSG00000027848,20.608298651988477,2.1120594546632883,1.0607845667169624,1.991035240265544,0.04647701311339652,0.691765106382209,1.3327617900422428
ENSMUSG00000049950,10.619667908254243,1.5182936916946632,0.7626046756649123,1.9909315273616286,0.04648841555802979,0.691765106382209,1.3326552554114657
ENSMUSG00000004933,31.010542661432442,3.5344149677692505,1.775345138698142,1.9908325940279035,0.046499294719691955,0.691765106382209,1.33255363424271
ENSMUSG00000104950,45.23982402135103,2.818862218550083,1.416000489073494,1.9907212181787437,0.046511544681435896,0.691765106382209,1.3324392370207532
ENSMUSG00000025777,11.938329422367019,3.552605234431029,1.785004351007905,1.9902501819813747,0.046563382862133185,0.691765106382209,1.331955475415975
ENSMUSG00000093672,23.9543196967651,2.6800289692071124,1.3466218060131423,1.9901868195211423,0.04657035969718981,0.691765106382209,1.3318904076781468
ENSMUSG00000020086,36.29206050871783,1.6623108010032661,0.8356186692846347,1.989317450777344,0.04666617470470197,0.691765106382209,1.3309977974162694
ENSMUSG00000074517,19.95141861686003,4.4919668928778345,2.2582998288588407,1.989092340828678,0.046691011582047665,0.691765106382209,1.330766716779364
ENSMUSG00000044350,37.9693400650486,2.298159688282132,1.155457089356544,1.9889615196025503,0.046705450486909876,0.691765106382209,1.3306324346745084
ENSMUSG00000075086,14.919478277920733,3.8969086171836413,1.9594082429602826,1.988819140260518,0.04672116934582171,0.691765106382209,1.3304862961593
ENSMUSG00000111465,25.850249471437994,2.6971791878602294,1.3573430444891241,1.9871020806500626,0.04691108573032291,0.6922359993406008,1.3287245154384433
ENSMUSG00000014767,181.85677223207912,2.0220126959164477,1.0176046366942253,1.9870317243100688,0.04691888136648497,0.6922359993406008,1.328652350822369
ENSMUSG00000094520,22.399362990432234,3.6808259026147616,1.8531586709469863,1.986244329922281,0.04700620076549533,0.6930341769397622,1.327844848859788
ENSMUSG00000033594,74.81398800064666,1.9609451539370075,0.9890191056055915,1.9827171617036567,0.04739903152384925,0.6973693959793316,1.3242305319154735
ENSMUSG00000098374,28.932422797497008,2.5377620670348864,1.280265223342471,1.9822158883683392,0.04745508316607429,0.6973693959793316,1.3237172611557815
ENSMUSG00000015335,12.939648856835632,1.8038076107961107,0.9100808053557999,1.9820301671903788,0.04747586437806295,0.6973693959793316,1.3235271194565446
ENSMUSG00000091952,17.048681864696572,3.499117889339874,1.765680235034288,1.9817392865996057,0.04750842774569539,0.6973693959793316,1.3232293419795997
ENSMUSG00000099137,58.17197522051938,2.3159216664497757,1.16876675650645,1.981508845590609,0.04753423837995444,0.6973693959793316,1.3229934602063786
ENSMUSG00000050587,7.428793173478866,2.6073061202004566,1.3166606867843598,1.9802414899834222,0.04767639983761464,0.6984726498681999,1.3216965466757364
ENSMUSG00000055653,8.355244148587525,1.9650597366897682,0.9925210739058709,1.9798670157769682,0.04771847359339671,0.6985984534073277,1.3213134568828218
ENSMUSG00000040838,59.71486150709054,2.4777140567898432,1.2517297515298627,1.9794321048625585,0.047767376835510474,0.6988239940690179,1.3208686075159528
ENSMUSG00000118239,3.7579376971114855,3.0210101569667014,1.5266079419659582,1.9789037341678306,0.047826845763957945,0.6990077770325246,1.3203282604092164
ENSMUSG00000008976,936.6800202924951,1.712489217434717,0.8654507450477755,1.978725221780452,0.047846951663428484,0.6990077770325246,1.3201457259733083
ENSMUSG00000054537,19.21075015077444,3.6014703549701803,1.82091284831084,1.9778378511146564,0.04794700191808046,0.699435648301123,1.3192385436787422
ENSMUSG00000090774,14.159699540643047,3.4744405824078965,1.7568481337010304,1.97765561846745,0.04796757023195167,0.699435648301123,1.31905227989936
ENSMUSG00000040829,33.67629245541341,3.0254307887367804,1.5298700639898584,1.9775736907005954,0.04797681970659127,0.699435648301123,1.3189685439808452
ENSMUSG00000089940,86.78987420269574,2.3534338079074977,1.1906069250713815,1.976667326847944,0.048079246345320056,0.7001765760370067,1.3180423486308175
ENSMUSG00000086484,19.08927574160445,3.6315047142403905,1.837313110942638,1.9765301257645944,0.048094767206453386,0.7001765760370067,1.3179021730437919
ENSMUSG00000036211,31.578884291307546,3.8849278611415268,1.9664656962294251,1.9755889302267684,0.048201353405807536,0.7012389363681707,1.3169407673955473
ENSMUSG00000105990,13.484048987929905,3.053204398222416,1.5459812168174485,1.9749298148057268,0.048276113374994434,0.7018371269889435,1.3162677014524402
ENSMUSG00000026649,42.23286539162675,3.3489465739250135,1.696017435077522,1.9745944261309667,0.04831419211141649,0.7019015848386984,1.3159252781444404
ENSMUSG00000107134,6.87996281908941,3.0603213494143087,1.5512101253571466,1.9728606069469201,0.04851144581396405,0.7033476874707583,1.314155781657808
ENSMUSG00000102676,8.501410124251061,3.3090947571269846,1.6775912573008482,1.972527421519313,0.048549429129501276,0.7033476874707583,1.3138158723958342
ENSMUSG00000102305,7.173092237521644,3.1047004921335786,1.5741584962323654,1.972292179958025,0.04857626183101922,0.7033476874707583,1.3135759092226504
ENSMUSG00000097841,12.114358125716373,3.0748926152249916,1.5593463636209037,1.9719112359905022,0.04861974041040806,0.7033476874707583,1.3131873642633187
ENSMUSG00000052403,12.83088806508676,4.116219988982396,2.087704642832897,1.9716486252561654,0.04864973219347638,0.7033476874707583,1.3129195460886518
ENSMUSG00000074355,33.744970487316614,3.428265805973216,1.7399047290395475,1.9703755893954424,0.048795341091537686,0.7042539361941893,1.3116216418257014
ENSMUSG00000057236,703.6322408591217,2.148657469034106,1.0905299562861444,1.9702874337826255,0.04880543779616214,0.7042539361941893,1.3115317871509862
ENSMUSG00000104161,20.224495327404394,4.449370370299327,2.2586544356918936,1.9699208077114956,0.04884744730481219,0.7042539361941893,1.3111581269380637
ENSMUSG00000034488,9.382977638997557,2.5100993141420886,1.2746718079469033,1.9692122305466786,0.04892872499269399,0.7047801968271935,1.3104361011387329
ENSMUSG00000028344,40.068853542884746,1.6757106158852761,0.8510405967486934,1.969013725417029,0.04895151496513294,0.7047801968271935,1.310233862986148
ENSMUSG00000044083,13.180193534547515,2.8098516830817095,1.4273175793485793,1.968624028552995,0.04899628118998575,0.7049382194382641,1.309836881603287
ENSMUSG00000117877,11.875207313658322,3.5539966182089966,1.8058995095616868,1.9679924599301728,0.04906890527564637,0.7050106762124894,1.3091936309950247
ENSMUSG00000027068,17.123329615298065,3.4565292186827357,1.7596405366779646,1.9643382535437248,0.04949087828558691,0.7080456385453561,1.305474838951031
ENSMUSG00000039206,292.09320115369115,2.045716955732614,1.0416196931004207,1.9639768422997648,0.04953277752675781,0.7080456385453561,1.3051073184798239
ENSMUSG00000024430,54.41396583992958,3.5680593408097634,1.817381783992746,1.9632965248341046,0.04961172902679779,0.7080456385453561,1.304415637029281
ENSMUSG00000040552,12.551601885781048,2.4155168931085615,1.2306252900661923,1.9628370330164733,0.04966511319453705,0.7080456385453561,1.3039485703662803
ENSMUSG00000003868,444.7533774034368,2.387766577809846,1.2166528699143908,1.9625701273181233,0.04969614465024667,0.7080456385453561,1.3036773018515575
ENSMUSG00000092241,32.69315286617471,2.089913467163891,1.0650084952153303,1.9623444099770666,0.04972240008224698,0.7080456385453561,1.3034479162870536
ENSMUSG00000017737,17.710952815638144,3.100347416652128,1.5801525024217078,1.96205582176442,0.04975598559520977,0.7080456385453561,1.3031546665844878
ENSMUSG00000074981,24.12403739202829,2.5247457930140484,1.2868153625786898,1.9620109196976252,0.049761212948037294,0.7080456385453561,1.3031090420990064
ENSMUSG00000030131,10.544111757452958,2.8039878524342745,1.4293889676999747,1.9616688779585048,0.049801047454800206,0.7080456385453561,1.3027615227210898
ENSMUSG00000085799,14.677000328885308,4.403313447975486,2.2448945032810217,1.9614790100558537,0.049823171190901294,0.7080456385453561,1.3025686335462217
ENSMUSG00000071573,45.91768512482497,2.4267910997011315,1.2378489391843408,1.9604905113060271,0.04993848596154791,0.7092012894008254,1.301564628755049
ENSMUSG00000081769,26.782389459220372,3.2144404073243527,1.6408736369497399,1.958981078701316,0.05011500272071137,0.7108681885856677,1.3000322417286179
ENSMUSG00000022146,84.78560868602587,1.8789014775815636,0.9592713954989371,1.9586756015009783,0.05015078953718206,0.7108681885856677,1.2997222253765184
ENSMUSG00000035390,12.638810904112873,2.4883710901757294,1.2705411354825251,1.958512810551937,0.05016986933129053,0.7108681885856677,1.2995570301018755
ENSMUSG00000045392,40.928337388666556,1.0413561522471688,0.5317592231634665,1.9583226898295825,0.05019215999360984,0.7108681885856677,1.2993641142776828
ENSMUSG00000001260,23.9103826866273,3.006474601174721,1.535725731107124,1.9576898011647663,0.050266422707038586,0.7114369813529436,1.2987220209560144
ENSMUSG00000106010,11.576320775115088,3.692917977622439,1.8866787939389769,1.9573644382319186,0.05030463639302669,0.7114951352076765,1.2983919857768087
ENSMUSG00000047766,49.46470531040004,1.9887344848075212,1.0170400211788604,1.9554141856702563,0.050534203108723814,0.7124024903778314,1.2964145784486578
ENSMUSG00000097640,35.070798696372556,3.987110606549291,2.0391177976315467,1.9553115622748012,0.05054630730989728,0.7124024903778314,1.2963105665519856
ENSMUSG00000046111,146.0772961833012,0.8326612323841539,0.42592159761041,1.9549636295875004,0.05058736327694639,0.7124024903778314,1.2959579563715253
ENSMUSG00000050295,10.727629206026664,2.373786167195885,1.2146266073500163,1.9543340750412497,0.050661721563935294,0.7124024903778314,1.2953200562941132
ENSMUSG00000090257,27.1966457770387,2.7046397875657466,1.3841098777001712,1.9540643637770725,0.050693605852155786,0.7124024903778314,1.2950468161745583
ENSMUSG00000096002,38.90152785405777,2.9170359432595108,1.4929410640427525,1.9538855307257978,0.050714756114302366,0.7124024903778314,1.2948656586822938
ENSMUSG00000055978,65.0413173650533,2.5407634531362726,1.3003943700905363,1.9538407052311206,0.050720058703138074,0.7124024903778314,1.2948202524758075
ENSMUSG00000027887,10.515072204428906,2.269096474398118,1.1613534114325281,1.9538380410827656,0.0507203738706301,0.7124024903778314,1.2948175538378148
ENSMUSG00000026768,23.795057531767483,2.001868856567466,1.0246152352463067,1.9537761958870714,0.05072769058915692,0.7124024903778314,1.2947549087690446
ENSMUSG00000071537,18.84510044754002,3.791000223538899,1.9407653185452454,1.9533532402467644,0.05077775289861832,0.7124024903778314,1.2943265221571307
ENSMUSG00000022504,50.94074829731981,2.8330420539758197,1.4510208172104202,1.9524475599339286,0.050885091157429965,0.7124024903778314,1.2934094431347205
ENSMUSG00000098859,13.678335914921215,3.1293265046344936,1.6029023088509418,1.9522877266786058,0.05090405378478139,0.7124024903778314,1.2932476308998098
ENSMUSG00000038676,87.73625639545845,5.705024343343487,2.922364356345416,1.9521947463381832,0.05091508770079372,0.7124024903778314,1.293153503827301
ENSMUSG00000110598,22.531608717404406,4.178779385933356,2.1405552580708695,1.9521941188752088,0.05091516216821717,0.7124024903778314,1.293152868637048
ENSMUSG00000020037,15.898366970333095,3.2401517680683334,1.6606659816212053,1.9511158799707415,0.051043262591113914,0.7130859224463679,1.292061574098162
ENSMUSG00000075420,20.462861237308736,4.2614685063995825,2.1842825609664613,1.9509694315894948,0.051060682224880236,0.7130859224463679,1.291913386858021
ENSMUSG00000078161,51.15653166983376,2.1930547381843826,1.1241892494483756,1.9507878582369336,0.05108228678968732,0.7130859224463679,1.2917296690062672
ENSMUSG00000027273,16.002233943780393,3.3416145699459943,1.7133229148619908,1.9503705582640636,0.05113196837593717,0.7130859224463679,1.2913074883539761
ENSMUSG00000104400,13.226512234949888,3.1038740922710195,1.5914827512711913,1.9503033192108497,0.05113997729487838,0.7130859224463679,1.2912394691276579
ENSMUSG00000091730,36.02585214290374,4.543206523916361,2.3297790698300544,1.9500589488288966,0.05116909337082796,0.7130859224463679,1.290992277918146
ENSMUSG00000028718,9.626139870554164,4.066388053689457,2.0865521018726696,1.9488552670407295,0.05131271145800671,0.7132387577427639,1.2897750358194318
ENSMUSG00000030000,12.121853986347647,3.5077598899155706,1.7999933515678885,1.9487626922955732,0.05132377103559583,0.7132387577427639,1.2896814411556041
ENSMUSG00000022818,11.518701112758416,3.345094694729305,1.7171102620766092,1.948095453511455,0.051403542731385775,0.7132387577427639,1.2890069484041262
ENSMUSG00000030699,18.51805238455382,3.2360395157159734,1.6612305114513575,1.94797741397656,0.05141766574001674,0.7132387577427639,1.2888876433532315
ENSMUSG00000051811,3.372911709969588,3.45506826034484,1.7739431496226605,1.947676993526977,0.05145362462644286,0.7132387577427639,1.2885840261529287
ENSMUSG00000001403,19.87912956514337,2.578555533447937,1.3243911648362376,1.946974279133596,0.05153781837546113,0.7132387577427639,1.2878739693231807
ENSMUSG00000027080,162.20964126984998,2.064503397849107,1.0605316513574974,1.9466683480936282,0.05157450865149097,0.7132387577427639,1.28756490084318
ENSMUSG00000020541,270.4618786951945,2.1690347399684997,1.1142800504554882,1.9465795327501876,0.05158516435923636,0.7132387577427639,1.2874751813829297
ENSMUSG00000037509,47.11660103308984,3.0646162848527747,1.5752737401163779,1.9454499918384769,0.05172084292812776,0.7132387577427639,1.2863344057550736
ENSMUSG00000032036,30.248273482981585,3.0263300555678794,1.5557498299403527,1.9452549486596495,0.05174430139520119,0.7132387577427639,1.2861374721298398
ENSMUSG00000086360,36.33567649146898,4.421483047896243,2.273023882379869,1.9451986766047196,0.05175107106981834,0.7132387577427639,1.2860806573705963
ENSMUSG00000067889,91.22665123047015,2.813343500677795,1.4464791526582683,1.9449595906775223,0.05177984199259341,0.7132387577427639,1.2858392791589583
ENSMUSG00000020070,190.90443396087903,2.1768714386605295,1.1192569947379383,1.9449254718932716,0.051783948841367965,0.7132387577427639,1.2858048350400753
ENSMUSG00000097513,10.468679104697758,3.2027463083825762,1.6468439968476216,1.944778202740061,0.05180167863006373,0.7132387577427639,1.2856561667419912
ENSMUSG00000032085,41.241068673720115,2.6156194587609414,1.3450491271860048,1.944627453298389,0.05181983267209329,0.7132387577427639,1.2855039936987829
ENSMUSG00000022537,59.66556910692839,1.8832284817655947,0.9687057899065276,1.9440665074865622,0.05188743148365707,0.7132387577427639,1.2849378270904523
ENSMUSG00000111883,16.731694637053447,3.917464618493652,2.0152375779702956,1.943921977893663,0.05190486049477966,0.7132387577427639,1.2847919718774605
ENSMUSG00000104010,14.723168748677958,3.3551502308966596,1.7259905097113633,1.943898423553754,0.05190770140727444,0.7132387577427639,1.2847682022565639
ENSMUSG00000005986,15.92888347397247,3.349790869454369,1.7232758365210967,1.9438506584162623,0.05191346280764067,0.7132387577427639,1.2847200012099163
ENSMUSG00000035228,21.60278825955022,5.0398860552811175,2.5929403914497247,1.9436953012495957,0.05193220558964905,0.7132387577427639,1.2845632322851115
ENSMUSG00000039058,21.140272779665867,3.643208318139108,1.875239172564906,1.942796615727698,0.05204073698374905,0.7140859066334377,1.2836565617317215
ENSMUSG00000030671,71.71176327395423,1.249724846656723,0.6433199579002075,1.9426178704851902,0.052062346083283424,0.7140859066334377,1.2834762651920806
ENSMUSG00000116903,56.76608486096135,2.785960567008929,1.4350918548617333,1.9413116711455014,0.05222048473500686,0.7156859693632898,1.2821591011694973
ENSMUSG00000089847,39.52532039006192,2.5435706727826153,1.3107280894704996,1.9405784412617206,0.052309431151531534,0.7156859693632898,1.2814200027615943
ENSMUSG00000050390,10.026294975945362,1.9362783204469616,0.9978128819398998,1.9405224721919228,0.052316225830649835,0.7156859693632898,1.2813635941953467
ENSMUSG00000032567,86.15017364963832,1.7533772046388527,0.9041414629573058,1.9392730855455176,0.05246809435236946,0.7172931745603746,1.2801047091441369
ENSMUSG00000112317,6.439990488266098,2.335029213242356,1.2049885672390663,1.9378019648705036,0.052647387969474116,0.7192366776317796,1.278623170890349
ENSMUSG00000044715,95.69485901532327,2.232546930840433,1.1525491017521774,1.9370514691707064,0.052739052132056236,0.7192366776317796,1.2778676799562518
ENSMUSG00000104392,69.4207360321226,4.475703707872377,2.310655555895514,1.936984375041472,0.052747253377121404,0.7192366776317796,1.277800149759483
ENSMUSG00000085702,16.22620276893161,2.988515154753949,1.543161921017463,1.9366180010348568,0.05279205587658167,0.7192366776317796,1.2774314249763201
ENSMUSG00000029254,7.995578763777364,2.3841073397884656,1.2312957782144904,1.9362588437082715,0.052836006741714715,0.7192366776317796,1.2770700130781831
ENSMUSG00000044349,27.950073093145633,2.6112733861237443,1.348688554440451,1.9361574453392758,0.05284842061505849,0.7192366776317796,1.276967987134496
ENSMUSG00000012405,324.7904841103869,1.326442336113428,0.6850992729119725,1.9361315776551131,0.05285158790190385,0.7192366776317796,1.276941959980492
ENSMUSG00000097760,34.937238528157515,3.2205899187997518,1.6636606868381056,1.9358454186476513,0.052886636322489564,0.7192444634679123,1.2766540539497466
ENSMUSG00000025375,10.409418177226454,1.7845691583134278,0.92205061118343,1.93543514495693,0.05293692004877622,0.7194593003632375,1.2762413302188838
ENSMUSG00000104044,7.719825119932271,2.753926410674546,1.4246611048832714,1.9330396549993456,0.05323131293036239,0.7223507626874,1.273832821984683
ENSMUSG00000068037,22.155128242717666,1.7629889716351452,0.9121068650761177,1.9328754547725275,0.053251542245044824,0.7223507626874,1.273667809883336
ENSMUSG00000046404,58.160682080194505,1.1034861084221463,0.5711192598483218,1.9321465515192238,0.053341419987612895,0.7229045493810066,1.2729354272555133
ENSMUSG00000038665,22.026363371399643,2.200934654284434,1.1392200525970173,1.9319662160678124,0.053363675872243804,0.7229045493810066,1.2727542623739796
ENSMUSG00000027977,11.027497851216394,2.581540107688957,1.3369380497963759,1.9309347266181416,0.053491125015817466,0.724160837170658,1.27171826800471
ENSMUSG00000108155,44.182578676172945,2.6381634804577043,1.3665503919622146,1.9305277697587093,0.05354147781807391,0.724372445032852,1.2713096458615014
ENSMUSG00000028212,39.10466523284885,2.768100951459752,1.4347884509674276,1.9292746255333448,0.05369677810249802,0.7247481587024871,1.2700517719221256
ENSMUSG00000041014,20.667248984677688,3.751131818237828,1.9444112512916543,1.929186439209291,0.05370772105147305,0.7247481587024871,1.2699632753989913
ENSMUSG00000084930,18.446062621247474,4.300997988664597,2.2300334577743826,1.9286697128558232,0.05377187851016032,0.7247481587024871,1.2694447912642555
ENSMUSG00000051243,9.951063948156682,3.4709841074889525,1.799721467584094,1.9286229397198469,0.053777689084049944,0.7247481587024871,1.269397864061555
ENSMUSG00000053117,19.004306440761965,4.045973910763733,2.098394753275911,1.9281281105222732,0.053839193270187026,0.7247880703780751,1.2689014562307928
ENSMUSG00000017754,160.25677526420233,2.473203495204985,1.2827551951331393,1.9280401315765376,0.053850134650849216,0.7247880703780751,1.2688132064226814
ENSMUSG00000043872,95.19740589230116,2.117291205643276,1.0988157445880147,1.9268846629396672,0.053994005273058955,0.7251582798543107,1.2676544553872573
ENSMUSG00000090561,7.579733755661768,2.737662612567974,1.4207832815428643,1.9268685436635187,0.053996014595873956,0.7251582798543107,1.2676382939343365
ENSMUSG00000025207,17.50792943174481,3.201600530087736,1.6618202505533508,1.9265624720974914,0.054034179306548136,0.7251582798543107,1.2673314403901552
ENSMUSG00000092085,46.855606101629434,2.8233014348868113,1.46574780717094,1.9261849965418707,0.054081278533811124,0.7251582798543107,1.2669530498028183
ENSMUSG00000069189,11.72674897865813,3.4495319442988968,1.791105505792516,1.9259233658447004,0.054113943406057456,0.7251582798543107,1.266690816888179
ENSMUSG00000031504,209.1709082343281,1.9424900366683764,1.008622081985033,1.9258848991739619,0.05411874739909529,0.7251582798543107,1.2666522638844002
ENSMUSG00000110496,9.04243974193046,2.6368786079242637,1.3693411296372489,1.925655010904987,0.05414746491070408,0.7251582798543107,1.2664218714682973
ENSMUSG00000000167,22.41307137219044,2.877610502707395,1.4944053820494358,1.9255889581721286,0.05415571853192484,0.7251582798543107,1.2663556776216365
ENSMUSG00000022759,15.593741903828544,3.4544982127167496,1.7946746845242567,1.9248603897438321,0.05424682649732506,0.7259123119866552,1.2656256634704635
ENSMUSG00000110532,10.464039397895267,2.867376199835762,1.4902434544291954,1.924099174073572,0.05434215360525754,0.726721800328771,1.2648631542812834
ENSMUSG00000085162,65.27747167270685,1.7286377089638596,0.8986108462116792,1.9236777702510135,0.05439498612012731,0.7269623321192159,1.2644411297267197
ENSMUSG00000082922,3.1335624382767917,3.4348221248503954,1.7860590243638046,1.9231291228316945,0.05446383571106919,0.7274164792601315,1.263891775969049
