,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,rank_score
Gp1bb,1426.6,1.9315756030202738,0.5545679538237146,3.483027805162865,0.0004957768692199157,0.235006933773658,3.3047137393763664
Iqsec1,3193.9,1.3489132458615105,0.39234408279936245,3.4380873957294265,0.0005858385867868825,0.25669769378274937,3.2322220265145876
Ncoa7,2369.2,0.2765708866074623,0.08108038356411794,3.4110702792710828,0.0006470841042149443,0.27004245447424335,3.1890392686007982
Scn2b,12825.0,0.278352713699841,0.08242811034830123,3.376914896188416,0.0007330372662127193,0.28851758595056454,3.134873946096739
Sh3d19,5433.5,0.7225535630266906,0.21554488263597585,3.352218592203737,0.0008016669452617714,0.303671438865159,3.0960060230838713
Suz12,7008.3,0.19772406387223637,0.05910443212895178,3.3453339580498738,0.0008218355025606287,0.30659445066739094,3.0852151015346787
Cct5,2613.2,0.9047960767225608,0.27282143874004366,3.3164405293848276,0.0009117198937625941,0.3281949756071351,3.0401385687749714
Nlk,1726.5,0.5325733776447801,0.1607042340553075,3.3139971748441366,0.0009197243650756365,0.3281949756071351,3.0363423081571743
Pla2g4b,1611.1,1.9573954847570525,0.5949261784347193,3.29014851877431,0.0010013451488075403,0.3472552148442149,2.9994162018552664
Nrxn1,11325.2,0.37161945658839746,0.11333417603839667,3.278970823968367,0.001041864068674432,0.3562885708180814,2.982188939458301
